Year,Country,Econ_Index,Economic_Rank,Institutional_Index,Institutional_Rank,Quality_Of_Life_Index_FA,Quality_of_Life_Rank,Sustainability_Index_FA,Sustainability_Rank,Ease_of_Living_Index,Global_EoLI_Rank
1971,St. Martin (French part),-0.85358,137,-0.13219,15,0.23,40,0.16176,34,-0.142,39
1971,Japan,-0.831,123,-0.43062,79,0.372,21,0.25548,9,-0.147,40
1971,Netherlands,-0.784,103,-0.36471,59,0.348,23,0.12538,42,-0.147,40
1971,Grenada,-0.87541,145,-0.20481,25,0.234,39,0.25302,11,-0.15,41
1971,Barbados,-0.576631,58,-0.43903,82,0.211,44,0.18532,29,-0.152,42
1971,Tajikistan,0.446415714,2,-0.46808,89,-0.251,88,-0.42486,101,-0.157,43
1971,Greece,-0.92,159,-0.54453,107,0.379,20,0.46566,5,-0.164,44
1971,"Bahamas, The",-0.568682,54,-0.22193,26,0.053,60,0.08252,46,-0.167,45
1971,High income,-0.85203,135,-0.36584,60,0.311,32,0.17476,31,-0.169,46
1971,Finland,-0.792,106,-0.45582,85,0.324,30,0.1862,28,-0.171,47
1971,Malta,-0.722,76,-0.25321,30,0.103,53,0.21686,21,-0.175,48
1971,Norway,-0.788,105,-0.47683,95,0.337,28,0.1583,39,-0.175,48
1971,Lebanon,-0.103918919,19,-0.42481,75,-0.13,76,-0.03191,66,-0.182,49
1971,Singapore,-0.752,87,-0.35091,53,0.165,48,0.20928,23,-0.187,50
1971,Kuwait,-0.386,31,-0.27521,32,-0.073,68,-0.00832,63,-0.192,51
1971,Georgia,-0.883,150,-0.34617,51,0.27,35,-0.00575,62,-0.214,52
1971,Israel,-0.85,132,-0.71828,155,0.534,5,-0.06144,70,-0.214,52
1971,Trinidad and Tobago,-0.882908684,149,-0.45855,86,0.247,38,0.23427,16,-0.214,52
1971,Uruguay,-1.039,169,-0.44378,83,0.338,27,0.24363,14,-0.216,53
1971,Gibraltar,-0.87541,145,-0.27034,31,0.22,42,-0.04963,68,-0.217,54
1971,Russia,-0.367416667,25,-0.37925,63,-0.1,74,0.00191,61,-0.221,55
1971,Channel Islands,-0.97958,166,-0.4693,90,0.354,22,0.05612,48,-0.23,56
1971,North Macedonia,-0.534142857,47,-0.29862,38,-0.08,71,0.01824,58,-0.233,57
1971,Spain,-0.847,129,-0.43805,81,0.273,34,-0.11464,77,-0.243,58
1971,Romania,-0.560815789,52,-0.32301,46,-0.075,69,-0.04998,69,-0.255,59
1971,Germany,-0.78,101,-0.59406,117,0.256,36,-0.01958,65,-0.257,60
1971,Armenia,-0.586257143,60,-0.35987,56,-0.076,70,0.00803,59,-0.262,61
1971,Argentina,-0.408,33,-0.42511,77,-0.179,81,0.05218,50,-0.263,62
1971,Hong Kong,-0.867,144,-0.63699,128,0.354,22,-0.10638,76,-0.268,63
1971,Luxembourg,-0.78039,102,-0.60573,121,0.195,47,0.04728,52,-0.271,64
1971,Central Europe and the Baltics,-0.97958,166,-0.36335,58,0.134,50,0.0816,47,-0.277,65
1971,Portugal,-0.915,156,-0.51423,104,0.21,45,0.00405,60,-0.283,66
1971,Samoa,-0.384052281,30,-0.33303,48,-0.268,90,-0.1015,75,-0.288,67
1971,Kosovo,-0.37332,26,-0.41081,72,-0.068,66,-0.45541,103,-0.288,67
1971,Serbia,-0.514529412,42,-0.65339,135,-0.162,78,0.22894,17,-0.314,68
1971,Brunei Darussalam,-0.532213922,45,-0.40021,70,-0.07,67,-0.39269,100,-0.317,69
1971,British Virgin Islands,-0.532477549,46,-0.36108,57,-0.088,73,-0.43166,102,-0.319,70
1971,Australia,-0.92,159,-0.548,108,0.201,46,-0.15832,79,-0.32,71
1971,South Africa,-0.855,138,0.08927,8,-0.282,92,-0.2763,91,-0.332,72
1971,Ukraine,-0.738868421,84,-0.39335,65,-0.066,65,-0.26608,90,-0.346,73
1971,Jamaica,-0.75931,90,-0.3037,41,-0.055,64,-0.47289,104,-0.356,74
1971,Caribbean small states,-0.465300294,35,-0.47449,91,-0.235,86,-0.36045,98,-0.371,75
1971,Tonga,-0.881068684,147,-0.36732,61,-0.085,72,-0.23406,88,-0.377,76
1971,St. Vincent and the Grenadines,-0.85358,137,-0.30042,39,-0.053,63,-0.48412,105,-0.38,77
1971,Bahrain,-0.722,76,-0.69482,150,-0.161,77,0.16123,37,-0.386,78
1971,Thailand,-0.724,77,-0.65841,140,-0.169,79,0.10539,44,-0.389,79
1971,Albania,-0.70386,70,-0.49621,101,-0.161,77,-0.22206,83,-0.39,80
1971,Dominica,-0.78581,104,-0.29228,35,-0.259,89,-0.21937,81,-0.393,81
1971,St. Lucia,-0.85358,137,-0.40021,70,-0.07,67,-0.39269,100,-0.397,82
1971,Malaysia,-0.779,100,-0.43695,80,-0.185,82,-0.22045,82,-0.402,83
1971,Isle of Man,-0.79399,107,-0.44652,84,-0.172,80,-0.30011,94,-0.415,84
1971,Sri Lanka,-0.85358,137,-0.47511,92,-0.109,75,-0.29977,93,-0.415,84
1971,Europe & Central Asia (excluding high income),-0.73635,81,-0.47587,93,-0.234,85,-0.22277,84,-0.418,85
1971,Chile,-1.032,168,-0.29398,36,-0.291,93,0.03134,55,-0.429,86
1971,Moldova,-0.771171429,98,-0.46738,88,-0.216,83,-0.33007,97,-0.435,87
1971,St. Kitts and Nevis,-0.85358,137,-0.47587,93,-0.232,84,-0.23049,86,-0.448,88
1971,Guam,-0.87541,145,-0.39707,68,-0.282,92,-0.30599,96,-0.463,89
1971,Bosnia And Herzegovina,-0.502029412,40,-0.80393,164,-0.271,91,-0.29426,92,-0.465,90
1971,Venezuela,-0.716613846,74,-0.38178,64,-0.408,98,-0.37631,99,-0.474,91
1971,Uzbekistan,-0.976668462,164,-0.3993,69,-0.35,96,-0.09531,73,-0.481,92
1971,Belize,-0.376478235,29,-0.58063,111,-0.466,99,-0.57326,110,-0.488,93
1971,Costa Rica,-0.849,131,-0.52648,105,-0.185,82,-0.54367,108,-0.49,94
1971,Virgin Islands (U.S.),-0.716613846,74,-0.75989,161,-0.347,95,-0.09815,74,-0.505,95
1971,Syria,-0.972,163,-0.90751,174,-0.238,87,0.04491,54,-0.546,96
1971,French Polynesia,-0.80965,113,-0.79619,163,-0.339,94,-0.18478,80,-0.548,97
1971,Turkmenistan,-0.938208684,161,-0.60574,122,-0.361,97,-0.24229,89,-0.549,98
1971,Upper middle income,-0.34778,24,-0.70919,154,-0.558,104,-0.60237,112,-0.55,99
1971,South Korea,-0.926,160,-0.04535,11,-0.594,107,-0.80879,131,-0.572,100
1971,Tunisia,-0.892,153,-0.34269,50,-0.556,103,-0.50117,107,-0.578,101
1971,China,-0.777,99,-0.35923,55,-0.577,105,-0.64142,115,-0.582,102
1971,Latin America & Caribbean (excluding high income),-0.06799779,13,-0.69837,152,-0.897,121,-0.63612,114,-0.601,103
1971,Latin America & the Caribbean (IDA & IBRD countries),-0.06799779,13,-0.72845,157,-0.896,120,-0.59827,111,-0.602,104
1971,Small states,0.303090909,3,-0.59032,114,-1.11,148,-1.01139,170,-0.612,105
1971,Colombia,-0.888,152,-0.37576,62,-0.579,106,-0.65106,116,-0.616,106
1971,Turkey,-0.957,162,-0.32402,47,-0.542,101,-0.80523,130,-0.631,107
1971,Latin America & Caribbean,-0.073639412,14,-0.6833,148,-0.989,126,-0.71759,123,-0.643,108
1971,Solomon Islands,0.303090909,3,-0.64936,132,-1.233,173,-0.87355,152,-0.649,109
1971,United Arab Emirates,-0.232,21,-1.35376,175,-0.513,100,-0.49971,106,-0.651,110
1971,"Korea, Dem. People's Rep.",-0.37332,26,-0.66339,144,-0.842,117,-0.67007,119,-0.654,111
1971,Vietnam,-0.721923077,75,-0.48757,97,-0.796,114,-0.55347,109,-0.664,112
1971,New Caledonia,-0.85006,133,-0.73373,159,-0.551,102,-0.66048,117,-0.688,113
1971,Fiji,-0.73635,81,-0.66729,145,-0.701,111,-0.61877,113,-0.689,114
1971,Kyrgyz Republic,-0.37332,26,-0.69608,151,-0.934,124,-0.70231,122,-0.7,115
1971,Panama,-0.807,111,-0.59778,118,-0.607,109,-0.9138,161,-0.701,116
1971,World,-0.716613846,74,-0.73241,158,-0.735,112,-0.67336,120,-0.721,117
1971,Tuvalu,-0.742511053,85,-0.81198,166,-0.599,108,-0.8234,139,-0.722,118
1971,Eswatini,-0.045065294,10,-0.64025,130,-1.144,152,-1.05349,177,-0.73,119
1971,Late-demographic dividend,-0.37332,26,-0.68302,147,-0.996,128,-0.82473,140,-0.736,120
1971,Philippines,-0.983,167,-0.27701,33,-0.927,122,-0.66241,118,-0.739,121
1971,Zimbabwe,-0.716613846,74,-0.72731,156,-0.747,113,-0.77414,127,-0.739,121
1971,Low & middle income,-0.098666026,17,-0.62566,125,-1.126,151,-1.10844,180,-0.741,122
1971,Lesotho,-0.103918919,19,-0.65944,141,-1.188,163,-0.96945,164,-0.752,123
1971,Libya,-0.098666026,17,-0.65756,139,-1.216,169,-0.99764,169,-0.764,124
1971,Paraguay,-0.81397,115,-0.66339,144,-0.841,116,-0.67007,119,-0.764,124
1971,Ecuador,-0.861,143,-0.09117,14,-1.086,141,-1.04106,173,-0.774,125
1971,Turks and Caicos Islands,-0.938208684,161,-0.76898,162,-0.682,110,-0.72146,124,-0.774,125
1971,Kiribati,-0.572468,56,-0.67831,146,-1.002,129,-0.81293,134,-0.785,126
1971,Mexico,-0.823,121,-0.49375,99,-0.929,123,-0.87863,153,-0.786,127
1971,Jordan,-0.587,61,-0.88758,173,-0.879,119,-0.81819,137,-0.799,128
1971,"Micronesia, Fed. Sts.",-0.846733429,128,-0.70404,153,-0.86,118,-0.74689,125,-0.801,129
1971,Marshall Islands,-0.75644,89,-0.6833,148,-0.989,126,-0.71759,123,-0.814,130
1971,Gabon,-0.85849,141,-0.69295,149,-0.953,125,-0.67685,121,-0.823,131
1971,Zambia,-0.716613846,74,-0.58648,112,-1.06,139,-0.84169,147,-0.823,131
1971,Kazakhstan,-0.572171429,55,-0.84533,170,-1.013,131,-0.77809,128,-0.826,132
1971,Kenya,-0.572468,56,-0.59032,114,-1.108,147,-1.01139,170,-0.83,133
1971,Vanuatu,-0.977497692,165,-0.73628,160,-0.797,115,-0.81782,136,-0.83,133
1971,Middle East & North Africa (excluding high income),-0.762314572,95,-0.58648,112,-1.059,138,-0.8414,146,-0.834,134
1971,Dominican Republic,-0.78581,104,-0.58648,112,-1.05,136,-0.83538,144,-0.836,135
1971,Central African Republic,-0.465300294,35,-0.64936,132,-1.225,172,-0.88691,158,-0.84,136
1971,Cameroon,-0.465300294,35,-0.65944,141,-1.182,161,-0.96525,163,-0.84,136
1971,Mauritius,-0.84575,127,-0.59935,119,-1.021,132,-0.80991,132,-0.84,136
1971,IBRD only,-0.81531,117,-0.58648,112,-1.043,135,-0.83518,143,-0.841,137
1971,Brazil,-0.543,49,-0.81996,167,-1.092,142,-0.79455,129,-0.842,138
1971,Botswana,-0.499548334,39,-0.62566,125,-1.126,151,-1.10844,180,-0.842,138
1971,India,-0.73,79,-0.53213,106,-1.188,163,-0.75173,126,-0.844,139
1971,East Asia & Pacific (IDA & IBRD countries),-0.88122,148,-0.6833,148,-0.99,127,-0.71759,123,-0.845,140
1971,Cabo Verde,-0.525413628,43,-0.61752,123,-1.125,150,-1.10844,180,-0.846,141
1971,Middle East & North Africa (IDA & IBRD countries),-0.846733429,128,-0.5917,115,-1.034,134,-0.83579,145,-0.847,142
1971,Nicaragua,-0.841,126,-0.34778,52,-1.1,144,-1.10565,179,-0.848,143
1971,Guyana,-0.85867,142,-0.5917,115,-1.033,133,-0.83579,145,-0.85,144
1971,Iraq,-0.83367,125,-0.58648,112,-1.056,137,-0.83538,144,-0.85,144
1971,Bhutan,-0.487331667,38,-0.58902,113,-1.287,179,-0.88119,155,-0.852,145
1971,East Asia & Pacific,-0.88122,148,-0.58648,112,-1.043,135,-0.83518,143,-0.857,146
1971,Bolivia,-0.499548334,39,-0.66197,143,-1.2,165,-0.99432,166,-0.86,147
1971,Mongolia,-0.704022727,71,-0.80496,165,-1.003,130,-0.88987,160,-0.862,148
1971,Indonesia,-0.828,122,-0.40489,71,-1.101,145,-1.13547,181,-0.864,149
1971,Lower middle income,-0.098666026,17,-0.57921,110,-1.608,191,-0.88345,156,-0.865,150
1971,Iran,-0.853,136,-0.35202,54,-1.181,160,-1.01538,172,-0.867,151
1971,Egypt,-0.815,116,-0.46348,87,-1.224,171,-0.81571,135,-0.87,152
1971,Eritrea,-0.045065294,10,-0.57921,110,-1.665,201,-0.88345,156,-0.871,153
1971,Least developed countries: UN classification,-0.06799779,13,-0.57921,110,-1.653,198,-0.88345,156,-0.873,154
1971,Ethiopia,-0.045065294,10,-0.57921,110,-1.683,208,-0.88345,156,-0.878,155
1971,Low income,-0.098666026,17,-0.57921,110,-1.645,197,-0.88345,156,-0.878,155
1971,IDA & IBRD total,-0.81531,117,-0.59249,116,-1.083,140,-1.01432,171,-0.883,156
1971,Saudi Arabia,-0.764,96,-0.49601,100,-1.249,176,-0.88112,154,-0.884,157
1971,Azerbaijan,-0.5658,53,-0.87486,172,-1.15,154,-0.82011,138,-0.886,158
1971,Liberia,-0.103918919,19,-0.57921,110,-1.665,201,-0.88345,156,-0.886,158
1971,Honduras,-0.85203,135,-0.57293,109,-1.095,143,-0.99587,168,-0.889,159
1971,Namibia,-0.69569,67,-0.60126,120,-1.279,178,-0.81108,133,-0.894,160
1971,Nauru,-0.6952,66,-0.63785,129,-1.149,153,-1.05545,178,-0.894,160
1971,Ivory Coast,-0.63784,65,-0.66197,143,-1.207,166,-0.99528,167,-0.897,161
1971,Suriname,-0.73758,82,-0.61756,124,-1.122,149,-1.10844,180,-0.898,162
1971,East Asia & Pacific (excluding high income),-0.88122,148,-0.57293,109,-1.104,146,-0.99587,168,-0.899,163
1971,IDA total,-0.71142,73,-0.64114,131,-1.245,175,-0.83192,141,-0.899,163
1971,IDA only,-0.71112,72,-0.65944,141,-1.184,162,-0.96525,163,-0.902,164
1971,Peru,-0.819,119,-0.30882,43,-1.406,185,-0.86758,151,-0.904,165
1971,Pacific island small states,-0.72557,78,-0.65016,133,-1.221,170,-0.88603,157,-0.904,165
1971,Fragile and conflict affected situations,-0.73635,81,-0.65944,141,-1.188,163,-0.96945,164,-0.91,166
1971,Ghana,-0.74401,86,-0.65374,137,-1.176,158,-1.04873,176,-0.918,167
1971,Middle income,-0.761124799,93,-0.65346,136,-1.163,155,-1.04627,174,-0.918,167
1971,Early-demographic dividend,-0.78581,104,-0.63514,127,-1.254,177,-0.83516,142,-0.919,168
1971,Other small states,-0.72557,78,-0.65756,139,-1.215,168,-0.99764,169,-0.921,169
1971,Sao Tome and Principe,-0.734576471,80,-0.65756,139,-1.215,168,-0.99764,169,-0.923,170
1971,Uganda,-0.742511053,85,-0.65756,139,-1.213,167,-0.99764,169,-0.924,171
1971,Djibouti,-0.78581,104,-0.64936,132,-1.237,174,-0.88895,159,-0.925,172
1971,IDA blend,-0.80335,110,-0.64936,132,-1.225,172,-0.88691,158,-0.925,172
1971,Papua New Guinea,-0.80925,112,-0.64936,132,-1.237,174,-0.88895,159,-0.931,173
1971,Lao PDR,-0.37332,26,-0.57921,110,-1.61,193,-0.88345,156,-0.934,174
1971,El Salvador,-0.81936,120,-0.65346,136,-1.168,156,-1.04651,175,-0.934,174
1971,Bangladesh,-0.696666647,68,-0.57921,110,-1.404,184,-0.88345,156,-0.943,175
1971,"Congo, Rep.",-0.85036,134,-0.65138,134,-1.173,157,-1.04873,176,-0.943,175
1971,Mauritania,-0.84575,127,-0.65374,137,-1.176,158,-1.04873,176,-0.944,176
1971,Guinea,-0.87715,146,-0.65659,138,-1.179,159,-0.99264,165,-0.945,177
1971,Guinea-Bissau,-0.87715,146,-0.65991,142,-1.191,164,-0.96325,162,-0.946,178
1971,Guatemala,-0.87541,145,-0.65374,137,-1.176,158,-1.04873,176,-0.951,179
1971,Middle East & North Africa,-0.846733429,128,-0.57921,110,-1.328,181,-0.88345,156,-0.954,180
1971,Heavily indebted poor countries (HIPC),-0.85867,142,-0.57921,110,-1.324,180,-0.88345,156,-0.955,181
1971,Sudan,-0.73758,82,-0.57921,110,-1.419,186,-0.88345,156,-0.958,182
1971,Rwanda,-0.384052281,30,-0.57921,110,-1.676,205,-0.88345,156,-0.96,183
1971,"Yemen, Rep.",-0.716613846,74,-0.57921,110,-1.44,187,-0.88345,156,-0.96,183
1971,Benin,-0.376478235,29,-0.57921,110,-1.689,211,-0.88345,156,-0.963,184
1971,Comoros,-0.89248,154,-0.57921,110,-1.342,182,-0.88345,156,-0.97,185
1971,Haiti,-0.85867,142,-0.57921,110,-1.366,183,-0.88345,156,-0.97,185
1971,Cambodia,-0.465300294,35,-0.57921,110,-1.689,211,-0.88345,156,-0.985,186
1971,Burundi,-0.525413628,43,-0.57921,110,-1.663,200,-0.88345,156,-0.991,187
1971,Burkina Faso,-0.530953628,44,-0.57921,110,-1.689,211,-0.88345,156,-1.001,188
1971,Arab World,-0.387140286,32,-0.57921,110,-1.796,218,-0.88345,156,-1.003,189
1971,Tanzania,-0.752708684,88,-0.57921,110,-1.537,188,-0.88345,156,-1.003,189
1971,Morocco,-0.833,124,-0.30303,40,-1.687,209,-0.86609,149,-1.004,190
1971,Sub-Saharan Africa,-0.73758,82,-0.57921,110,-1.609,192,-0.88345,156,-1.025,191
1971,Timor-Leste,-0.752708684,88,-0.57921,110,-1.607,190,-0.88345,156,-1.028,192
1971,Madagascar,-0.78039,102,-0.57921,110,-1.596,189,-0.88345,156,-1.031,193
1971,Sub-Saharan Africa (IDA & IBRD countries),-0.73758,82,-0.57921,110,-1.628,195,-0.88345,156,-1.032,194
1971,Myanmar,-0.760095,92,-0.57921,110,-1.638,196,-0.88345,156,-1.041,195
1971,Maldives,-0.78039,102,-0.57921,110,-1.627,194,-0.88345,156,-1.042,196
1971,Senegal,-0.734576471,80,-0.57921,110,-1.677,206,-0.88345,156,-1.048,197
1971,Sierra Leone,-0.762015294,94,-0.57921,110,-1.672,204,-0.88345,156,-1.053,198
1971,Sub-Saharan Africa (excluding high income),-0.73758,82,-0.57921,110,-1.688,210,-0.88345,156,-1.053,198
1971,Equatorial Guinea,-0.801916471,109,-0.57921,110,-1.654,199,-0.88345,156,-1.057,199
1971,Malawi,-0.78039,102,-0.57921,110,-1.672,204,-0.88345,156,-1.058,200
1971,Oman,-0.768242857,97,-0.57921,110,-1.687,209,-0.88345,156,-1.06,201
1971,Mozambique,-0.760095,92,-0.57921,110,-1.695,212,-0.88345,156,-1.061,202
1971,Mali,-0.75644,89,-0.57921,110,-1.704,214,-0.88345,156,-1.063,203
1971,Nigeria,-0.84792,130,-0.57921,110,-1.654,199,-0.88345,156,-1.068,204
1971,"Gambia, The",-0.85659,139,-0.57921,110,-1.653,198,-0.88345,156,-1.07,205
1971,Pakistan,-0.623,64,-0.84634,171,-1.668,202,-0.84217,148,-1.077,206
1971,Somalia,-0.85682,140,-0.57921,110,-1.676,205,-0.88345,156,-1.078,207
1971,Togo,-0.752708684,88,-0.57921,110,-1.749,217,-0.88345,156,-1.078,207
1971,South Asia,-0.85682,140,-0.57921,110,-1.682,207,-0.88345,156,-1.08,208
1971,Nepal,-0.554,51,-0.82191,168,-1.737,216,-0.86716,150,-1.082,209
1971,"Congo, Dem. Rep.",-0.89248,154,-0.57921,110,-1.676,205,-0.88345,156,-1.087,210
1971,Niger,-0.84792,130,-0.57921,110,-1.71,215,-0.88345,156,-1.088,211
1971,Pre-demographic dividend,-0.90887,155,-0.57921,110,-1.683,208,-0.88345,156,-1.094,212
1971,South Sudan,-0.91743,157,-0.57921,110,-1.687,209,-0.88345,156,-1.097,213
1971,South Asia (IDA & IBRD),-0.91807,158,-0.57921,110,-1.7,213,-0.88345,156,-1.102,214
1971,Chad,-0.97958,166,-0.57921,110,-1.671,203,-0.88345,156,-1.107,215
1971,Angola,-0.70386,70,-0.57921,110,-1.89,219,-0.88345,156,-1.115,216
1971,Africa Eastern and Southern,-0.70386,70,-0.57921,110,-1.951,221,-0.88345,156,-1.136,217
1971,Africa Western and Central,-0.70386,70,-0.57921,110,-1.965,222,-0.88345,156,-1.141,218
1971,Algeria,-0.573,57,-0.82715,169,-1.92,220,-0.86716,150,-1.152,219
1971,Afghanistan,-0.70386,70,-0.57921,110,-1.997,223,-0.88345,156,-1.152,219
1972,Switzerland,-0.557,46,0.06456,10,0.762,2,0.60612,2,0.235,1
1972,Slovakia,-0.098676471,17,0.14585,6,0.487,10,0.14548,32,0.204,2
1972,Slovenia,0.303090909,4,-0.07001,21,0.333,34,0.17026,26,0.2,3
1972,Euro area,-0.051247058,8,-0.07378,22,0.473,12,0.20883,19,0.166,4
1972,Sweden,-0.409,29,-0.20573,30,0.872,1,0.04371,53,0.158,5
1972,Bulgaria,-0.536666667,43,0.25386,4,0.447,17,0.46614,5,0.156,6
1972,Lithuania,-0.098558824,15,-0.14833,26,0.512,8,0.18701,24,0.146,7
1972,Curacao,0.34224,3,0.05869,12,0.067,56,0.10573,40,0.14,8
1972,Poland,-0.146,19,-0.10099,23,0.45,16,0.19413,22,0.125,9
1972,Canada,-0.716,62,0.60655,1,0.536,5,-0.24135,87,0.124,10
1972,Denmark,-0.741,72,-0.27551,47,0.688,3,0.79756,1,0.106,11
1972,Israel,-0.677,57,0.2564,3,0.552,4,0.05714,47,0.097,12
1972,Greece,-0.709,61,0.43927,2,0.525,6,-0.17561,78,0.09,13
1972,Puerto Rico,-0.44266,32,-0.00513,15,0.47,13,0.21776,17,0.085,14
1972,Czech Republic,-0.0575,11,-0.34875,61,0.379,27,0.12415,37,0.05,15
1972,Qatar,-0.411,30,0.23903,5,0.083,55,0.2314,15,0.021,16
1972,Belarus,-0.585205882,51,-0.23562,37,0.402,24,0.4239,7,-0.001,17
1972,North America,-0.550564286,45,-0.23266,36,0.487,10,0.12767,35,-0.006,18
1972,Kuwait,-0.428,31,0.134,7,0.115,53,0.16383,27,-0.009,19
1972,Taiwan,0.458238095,1,-0.43163,88,0.038,61,-0.21341,84,-0.012,20
1972,Europe & Central Asia (IDA & IBRD countries),-0.052747058,10,-0.3821,72,0.24,42,0.05068,50,-0.017,21
1972,Cuba,0.030341026,5,-0.44413,90,0.147,49,0.14984,31,-0.03,22
1972,Latvia,-0.067264706,12,-0.23126,35,0.128,52,-0.02435,66,-0.033,23
1972,Montenegro,-0.2765,21,-0.31958,55,0.359,29,-0.08042,70,-0.035,24
1972,Europe & Central Asia,-0.052747058,10,-0.24413,38,0.055,58,0.09272,42,-0.041,25
1972,Gibraltar,-0.76752,81,-0.15607,27,0.429,20,0.2237,16,-0.047,26
1972,Germany,-0.823,108,-0.28509,49,0.441,19,0.48576,3,-0.05,27
1972,Croatia,0.019794872,6,-0.35629,63,0.128,52,-0.08732,71,-0.052,28
1972,Sint Maarten (Dutch part),-0.76465,80,-0.25157,40,0.452,15,0.21675,18,-0.063,29
1972,Belgium,-0.804,93,-0.33667,57,0.469,14,0.36009,10,-0.067,30
1972,New Zealand,-0.761,78,-0.22265,34,0.427,21,0.18545,25,-0.069,31
1972,Hungary,-0.814,102,-0.2168,31,0.398,25,0.32045,12,-0.07,32
1972,Estonia,-0.036823529,7,-0.36508,67,0.031,62,0.03292,57,-0.085,33
1972,Spain,-0.883,141,-0.12597,25,0.323,36,0.34582,11,-0.087,34
1972,Australia,-0.858,122,-0.34754,59,0.427,21,0.4029,9,-0.092,35
1972,Antigua and Barbuda,-0.341230286,25,-0.41929,83,0.209,44,0.15736,28,-0.093,36
1972,United Kingdom,-0.826,109,-0.3907,74,0.412,23,0.4393,6,-0.094,37
1972,Cyprus,0.38,2,-0.70742,153,0.22,43,-0.59228,108,-0.094,37
1972,Post-demographic dividend,-0.91613,153,-0.31942,54,0.5,9,0.15565,29,-0.111,38
1972,Dominica,-0.74865,73,0.09208,8,0.096,54,0.10815,39,-0.114,39
1972,Japan,-0.718,64,-0.25642,41,0.415,22,-0.1087,74,-0.115,40
1972,Bermuda,-0.681162059,58,0.05869,12,0.067,56,0.10573,40,-0.116,41
1972,OECD members,-0.79473,88,-0.25157,40,0.377,28,0.08318,43,-0.117,42
1972,Grenada,-0.76752,81,-0.26189,42,0.338,33,0.07372,46,-0.128,43
1972,Italy,-0.864,127,-0.62486,123,0.483,11,0.46807,4,-0.133,44
1972,Channel Islands,-0.91305,152,-0.28186,48,0.397,26,0.1555,30,-0.136,45
1972,Tajikistan,0.458238095,1,-0.50982,104,-0.245,87,-0.24771,89,-0.136,45
1972,Aruba,-0.603311429,54,-0.18709,29,0.169,48,-0.00276,62,-0.139,46
1972,France,-0.816,103,-0.38101,71,0.342,32,0.19071,23,-0.151,47
1972,United States,-0.291,22,-0.84974,170,0.26,40,0.28384,14,-0.152,48
1972,British Virgin Islands,-0.509133627,36,-0.26206,43,0.06,57,0.111,38,-0.155,49
1972,Barbados,-0.609623235,55,-0.38681,73,0.241,41,0.02321,61,-0.161,50
1972,Lebanon,-0.103918919,18,-0.44975,91,-0.1,72,0.02696,60,-0.169,51
1972,"Bahamas, The",-0.585984,52,-0.22193,32,0.053,59,0.08252,44,-0.171,52
1972,St. Vincent and the Grenadines,-0.883,141,-0.2925,50,0.327,35,0.04166,54,-0.173,53
1972,Russia,-0.367416667,27,-0.25077,39,-0.088,68,-0.01461,63,-0.188,54
1972,European Union,-0.81358,101,-0.41131,80,0.263,39,0.12522,36,-0.195,55
1972,Uruguay,-0.898,146,-0.55638,107,0.338,33,0.31887,13,-0.197,56
1972,Singapore,-0.755,75,-0.36271,65,0.141,50,0.20229,21,-0.2,57
1972,Georgia,-0.882,140,-0.35109,62,0.276,38,0.05652,48,-0.203,58
1972,Iceland,-0.876,138,-0.79336,166,0.519,7,0.20556,20,-0.205,59
1972,Netherlands,-0.899,147,-0.78868,165,0.446,18,0.4055,8,-0.205,59
1972,Argentina,-0.306,23,-0.34153,58,-0.141,78,0.03491,56,-0.206,60
1972,Austria,-0.875,134,-0.57599,109,0.359,29,0.1333,34,-0.217,61
1972,St. Martin (French part),-0.883,141,-0.45393,93,0.279,37,0.09498,41,-0.222,62
1972,Finland,-0.833,110,-0.36653,69,0.177,46,0.04115,55,-0.232,63
1972,Luxembourg,-0.90123,148,-0.26788,45,0.177,46,-0.09424,72,-0.244,64
1972,High income,-0.8539,119,-0.36335,66,0.134,51,0.0816,45,-0.245,65
1972,Armenia,-0.586257143,53,-0.26605,44,-0.088,68,-0.02053,65,-0.247,66
1972,Central Europe and the Baltics,-0.91305,152,-0.26788,45,0.177,46,-0.09424,72,-0.247,66
1972,Romania,-0.560815789,47,-0.32301,56,-0.075,66,-0.04998,69,-0.255,67
1972,Kosovo,-0.36068,26,-0.3037,51,-0.055,63,-0.47289,100,-0.256,68
1972,Ireland,-0.841,113,-0.42694,86,0.171,47,-0.0196,64,-0.26,69
1972,Malta,-0.861,125,-0.4833,97,0.195,45,0.05058,51,-0.26,69
1972,North Macedonia,-0.534142857,41,-0.36667,70,-0.092,69,-0.03105,67,-0.262,70
1972,Norway,-0.867,129,-0.63699,128,0.355,30,-0.10638,73,-0.268,71
1972,Thailand,-0.72,65,-0.45328,92,0.045,60,0.04453,52,-0.271,72
1972,Serbia,-0.514529412,38,-0.4894,98,-0.106,74,0.05624,49,-0.28,73
1972,Hong Kong,-0.872,132,-0.83595,169,0.348,31,0.03172,58,-0.3,74
1972,Ukraine,-0.738868421,71,-0.43362,89,-0.072,65,-0.03885,68,-0.324,75
1972,Samoa,-0.383024299,28,-0.42069,84,-0.304,90,-0.20499,82,-0.338,76
1972,Brunei Darussalam,-0.534433334,42,-0.49786,101,-0.209,81,-0.12808,75,-0.35,77
1972,Suriname,-0.51727,39,-0.47966,96,-0.244,86,-0.22464,86,-0.368,78
