Country,Year,Econ_Index,Institutional_Index,Quality_Of_Life_Index_FA,Sustainability_Index_FA,Weight_Scheme,Economic_Weight,Institutional_Weight,Quality_of_Life_Weight,Sustainability_Weight,Sensitivity_EoLI_Score,Sensitivity_EoLI_Rank,Baseline_Rank,Rank_Change_vs_Baseline
Italy,1974,-0.812,-0.1852,0.44,0.43317,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.030324500000000032,33,33,0
Japan,1974,-0.59,0.13378,0.445,0.23394,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.07678600000000001,12,12,0
Hungary,1974,-0.749,-0.39409,0.398,-0.04309,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.152936,59,59,0
Kuwait,1974,0.225,-0.75422,0.207,0.0845,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.04718000000000002,36,36,0
Pakistan,1974,-1.0,0.57213,-1.418,-1.13263,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.7731619999999999,133,133,0
Sweden,1974,-0.437,-0.11303,0.884,-0.03693,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.166353,2,2,0
Thailand,1974,-0.987,-0.68727,-0.101,-0.18941,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.48232899999999995,97,97,0
Tunisia,1974,-0.984,-0.73732,-0.36,-0.00548,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.557152,106,106,0
Uruguay,1974,-0.98,-0.46818,0.338,0.32499,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.1949965,67,67,0
United States,1974,-0.667,-0.27994,0.236,0.20603,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.12323050000000002,53,53,0
South Africa,1974,-0.897,-0.01245,-1.215,-1.32383,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.851187,160,160,0
Nicaragua,1974,-0.764,-0.49914,-1.162,-1.0458,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8793549999999999,171,171,0
Netherlands,1974,-0.724,-0.53122,0.308,0.32685,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.1569775,61,61,0
Norway,1974,-0.714,0.09091,0.575,0.10007,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.060488,15,15,0
Nepal,1974,-0.959,0.18541,-1.671,-1.11417,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.945373,192,192,0
New Zealand,1974,-0.833,-0.40499,0.44,0.51021,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.07896599999999998,40,40,0
Panama,1974,-0.983,-0.75331,-0.382,-0.09634,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5822285,110,110,0
Peru,1974,-0.76,-0.3934,-1.314,-0.93788,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8889319999999999,178,178,0
Philippines,1974,-0.928,0.10488,-0.97,-0.33141,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5949915,112,112,0
Portugal,1974,-0.923,-0.52362,0.096,-0.18574,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.355916,86,86,0
Qatar,1974,0.305,-0.43885,-0.118,0.04349,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.06823900000000001,38,38,0
Saudi Arabia,1974,-0.354,-1.07679,-1.296,-0.84226,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.9376365,190,190,0
Greece,1974,-0.715,-0.31234,0.751,0.21329,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.038008499999999994,19,19,0
Singapore,1974,-0.925,-0.53667,0.408,0.54264,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.14122150000000003,57,57,0
Brazil,1974,-0.555,-0.67847,-0.42,-0.6897,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5588225,107,107,0
Bahrain,1974,-0.732,-0.21391,-0.05,-0.15044,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.2765435,77,77,0
Belgium,1974,-0.462,-0.41822,0.5,0.18236,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.017701000000000012,27,27,0
Austria,1974,-0.835,-0.47339,0.456,0.50329,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.09200399999999999,44,44,0
Australia,1974,-0.437,-0.30206,0.512,0.37671,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.05094149999999998,17,17,0
Argentina,1974,-0.413,-0.19308,-0.08,0.02496,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.175776,63,63,0
United Arab Emirates,1974,0.459,-0.62345,-0.092,-0.07312,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.08428049999999998,42,42,0
Jordan,1974,-0.956,-0.5535,-0.259,-0.01401,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.4701265,96,96,0
Cyprus,1974,0.228,-1.31093,-1.282,-0.36066,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.7735314999999999,134,134,0
Canada,1974,-0.675,-0.05869,0.713,0.31739,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.11373599999999995,6,6,0
Poland,1974,-0.233,0.16923,0.47,0.1894,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.17696749999999997,1,1,0
Chile,1974,-0.872,-0.55954,-0.235,-0.53704,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.520691,101,101,0
Switzerland,1974,-0.359,-0.48927,0.684,0.40079,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.087451,10,10,0
Georgia,1974,-0.954,-0.46279,0.301,0.46006,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.1798385,64,64,0
United Kingdom,1974,-0.718,0.43098,0.528,-0.13384,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.092969,9,9,0
France,1974,-0.623,0.26265,0.451,-0.18307,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.04030199999999999,18,18,0
Finland,1974,-0.462,-0.1851,0.232,0.37607,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.024164500000000005,32,32,0
Ecuador,1974,-0.996,-0.85919,-0.536,-0.87414,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.7825184999999999,139,139,0
Spain,1974,-0.874,-0.66155,0.25,-0.0468,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.30340750000000005,81,81,0
China,1974,-0.699,-0.80442,-0.583,-0.55979,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6638735,120,120,0
Costa Rica,1974,-0.903,-0.55706,0.097,-0.26939,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.3714735,87,87,0
Colombia,1974,-0.996,-0.56769,-0.344,0.11881,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.493501,99,99,0
Denmark,1974,-0.303,-0.28749,0.597,0.27723,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.10291199999999998,8,8,0
Algeria,1974,-0.812,-0.28388,-1.925,-0.87417,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-1.0788455,222,222,0
Germany,1974,-0.554,0.00866,0.515,0.40856,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.10519899999999997,7,7,0
Morocco,1975,-0.97,0.27372,-1.613,-1.11862,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.906413,179,179,0
Mexico,1975,-0.932,0.06327,-0.62,-0.90973,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5706420000000001,107,107,0
Malta,1975,-0.814,-0.26349,0.287,0.10293,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.15348300000000004,63,63,0
Malaysia,1975,-0.557,-0.89155,-0.58,-0.6861,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6680524999999999,119,119,0
Nicaragua,1975,-0.88,-0.07054,-1.18,-1.30788,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8468169999999999,159,159,0
Netherlands,1975,-0.687,0.08198,0.477,0.08294,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.02813599999999996,22,22,0
Norway,1975,-0.413,-0.15462,0.593,0.32257,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.11403049999999998,8,8,0
Hungary,1975,-0.856,-0.17668,0.398,0.3392,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.06799,44,44,0
Indonesia,1975,-0.958,0.18541,-1.382,-1.11417,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.843973,155,155,0
India,1975,-0.969,0.27881,-1.145,-1.01141,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.725009,125,125,0
Ireland,1975,-0.857,-0.79745,0.509,0.00128,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.2352705,73,73,0
Iceland,1975,-0.41,-0.37107,0.624,0.59377,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.112198,10,10,0
Israel,1975,-0.531,-0.66011,0.485,0.26071,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.08892100000000006,48,48,0
Italy,1975,-0.637,-0.14205,0.44,0.13572,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.020404500000000006,31,31,0
Japan,1975,-0.712,0.12905,0.494,-0.3162,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.020267499999999987,30,30,0
Kuwait,1975,0.098,-0.65806,0.219,0.02556,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.05953100000000001,41,41,0
Nepal,1975,-0.905,0.07768,-1.718,-1.18645,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.9860975000000001,207,207,0
New Zealand,1975,-0.653,-0.2707,0.496,0.32641,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.008363500000000017,28,28,0
Sweden,1975,-0.355,-0.0454,0.866,0.33718,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.253577,3,3,0
Singapore,1975,-0.433,-0.35396,0.237,0.39154,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.055059000000000004,39,39,0
Saudi Arabia,1975,-0.105,-1.21475,-1.263,-0.7173,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8795824999999999,171,171,0
Qatar,1975,0.308,-0.13907,0.339,0.21316,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.19285650000000001,4,4,0
Portugal,1975,-0.778,-0.44332,-0.093,-0.61971,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.43083649999999996,97,97,0
Philippines,1975,-0.897,0.02985,-1.137,-1.20155,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.79497,138,138,0
Peru,1975,-0.82,-0.4835,-1.215,-0.89612,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8855430000000001,174,174,0
Pakistan,1975,-0.938,0.16611,-1.296,-1.1544,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8197325,146,146,0
Panama,1975,-0.889,-0.54125,-0.503,-0.65823,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.632347,114,114,0
South Africa,1975,-0.965,0.11543,-1.013,-0.50823,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6431769999999999,115,115,0
United States,1975,-0.492,0.00488,0.558,0.03267,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.0784205,18,18,0
Uruguay,1975,-0.985,-0.45212,0.345,0.32104,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.19037400000000002,66,66,0
Tunisia,1975,-0.903,0.05798,-1.175,-1.17939,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.7994135,140,140,0
Thailand,1975,-0.896,-0.42886,-0.232,-0.14591,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.4343015,98,98,0
Belgium,1975,-0.241,-0.08444,0.518,0.02807,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.1041505,12,12,0
Bahrain,1975,-0.602,-0.66481,-0.186,0.08534,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.3690015,88,88,0
Brazil,1975,-0.542,-0.81309,-0.432,-0.70711,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.596039,109,109,0
Canada,1975,-0.626,-0.25679,0.737,0.42476,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.10096649999999997,14,14,0
Switzerland,1975,0.122,-0.27446,0.697,0.69371,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.3098915,1,1,0
Austria,1975,-0.733,-0.11857,0.166,0.21514,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.1225215,53,53,0
Argentina,1975,-0.325,-0.41798,0.304,-0.24595,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.1162375,52,52,0
Poland,1975,-0.061,-0.24662,0.444,0.2045,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.10916999999999998,11,11,0
Jordan,1975,-0.874,-0.01906,-0.271,-0.19962,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.348058,86,86,0
United Arab Emirates,1975,0.716,-0.73299,-0.092,-0.06271,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.04585400000000001,36,36,0
Australia,1975,-0.649,0.01497,0.621,0.35799,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.11254099999999999,9,9,0
Chile,1975,-0.451,-0.2789,-0.069,-0.06964,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.21707100000000001,70,70,0
Cyprus,1975,-0.758,-0.53124,0.244,0.07453,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.2257305,71,71,0
Finland,1975,-0.329,-0.12088,0.521,-0.06364,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.060333999999999985,19,19,0
France,1975,-0.542,-0.50918,0.482,0.20973,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.06263550000000001,42,42,0
United Kingdom,1975,-0.608,-0.14893,0.619,0.47662,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.09891049999999998,15,15,0
Greece,1975,-0.859,-0.56668,0.751,0.30228,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.048227999999999986,37,37,0
China,1975,-0.846,-0.26557,-0.564,-0.53462,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5554855,105,105,0
Spain,1975,-0.789,-0.4098,0.451,0.44847,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.07457950000000003,46,46,0
Georgia,1975,-0.962,-0.35983,0.393,0.44405,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.12629999999999997,55,55,0
Ecuador,1975,-0.913,-0.0146,-0.753,-0.70394,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.601041,110,110,0
Colombia,1975,-1.013,-1.52105,-0.234,0.08016,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.7033884999999999,121,121,0
Costa Rica,1975,-0.955,-0.52262,0.128,0.0713,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.31390999999999997,83,83,0
Denmark,1975,-0.118,-0.05444,0.744,0.24322,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.25377299999999997,2,2,0
Algeria,1975,-0.86,-0.11778,-1.925,-1.04642,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-1.075158,226,226,0
Germany,1975,-0.401,0.00586,0.226,0.31859,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.02810349999999999,23,23,0
Mexico,1976,-0.958,-0.25357,-0.569,-0.74236,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6133964999999999,119,119,0
Morocco,1976,-0.916,0.08158,-1.583,-1.1155,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.9299799999999999,191,191,0
Malaysia,1976,-0.787,-0.65748,-0.085,0.01714,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.388299,98,98,0
Nicaragua,1976,-0.852,-0.58536,-1.2,-1.07977,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.9413054999999999,194,194,0
Netherlands,1976,-0.464,-0.25727,0.526,0.47516,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.07505649999999997,17,17,0
Norway,1976,-0.499,-0.21416,0.624,0.50856,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.11639399999999998,13,13,0
Nepal,1976,-0.673,-0.78433,-1.658,-0.86272,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-1.0740405,229,229,0
Malta,1976,-0.723,-0.40865,0.25,-0.04789,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.20259600000000003,73,73,0
New Zealand,1976,-0.675,-0.25066,0.172,-0.0586,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.180005,68,68,0
Indonesia,1976,-1.001,0.56954,-1.18,-1.10223,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6861994999999999,127,127,0
India,1976,-0.581,-0.8723,-1.218,-0.78005,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.9066325000000001,187,187,0
Ireland,1976,-0.811,-0.33221,0.188,0.17208,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.19419050000000002,71,71,0
Iceland,1976,-0.34,-0.26298,0.757,0.1691,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.13956999999999994,8,8,0
Israel,1976,-0.698,-0.57713,0.702,0.05089,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.065449,50,50,0
Italy,1976,-0.693,-0.5289,0.616,0.48562,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.01703200000000002,35,35,0
Japan,1976,-0.861,-0.74016,0.506,0.20698,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.19214300000000006,70,70,0
Kuwait,1976,0.319,-0.50522,0.279,0.01469,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.0532985,19,19,0
Thailand,1976,-0.898,-0.2541,-0.583,-0.57606,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5784839999999999,111,111,0
Tunisia,1976,-0.946,-0.42066,-0.582,-0.91142,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.682078,126,126,0
Uruguay,1976,-0.982,-0.46049,0.345,0.32331,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.19137600000000005,69,69,0
United States,1976,0.002,0.0359,0.649,0.22278,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.270042,5,5,0
South Africa,1976,-0.954,0.19565,-1.134,-0.93055,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.72607,130,130,0
Sweden,1976,0.077,-0.25862,0.866,0.23083,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.2923195,4,4,0
Pakistan,1976,-0.903,0.05016,-1.266,-1.11728,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8239019999999999,161,161,0
Panama,1976,-0.767,-0.34013,-0.056,-0.35994,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.3503735,93,93,0
Peru,1976,-0.788,-0.3724,-1.301,-0.87655,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8769324999999999,179,179,0
Philippines,1976,-0.925,0.16579,-0.976,-0.34752,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5835305,115,115,0
Portugal,1976,-0.9,-0.68848,0.425,0.48148,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.17614800000000003,67,67,0
Qatar,1976,0.316,-0.12911,0.439,0.84339,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.326881,3,3,0
Saudi Arabia,1976,-0.317,-1.17933,-1.085,-0.67317,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8548079999999999,172,172,0
Singapore,1976,-0.317,-0.13656,0.524,-0.06897,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.059664500000000016,18,18,0
Bahrain,1976,-0.413,-0.05918,-0.023,0.07461,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.11490349999999999,58,58,0
Brazil,1976,-0.54,-0.98026,-0.618,-0.70396,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.701959,128,128,0
Canada,1976,-0.347,-0.36816,0.75,0.30773,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.12986949999999994,9,9,0
Switzerland,1976,0.23,-0.08246,0.679,0.47424,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.34567099999999995,2,2,0
Chile,1976,-0.819,-0.35991,0.059,0.13741,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.25346599999999997,83,83,0
China,1976,-0.641,-0.87887,-0.57,-0.59002,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6679705,125,125,0
Belgium,1976,-0.616,0.02114,0.439,-0.15659,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.018553500000000004,36,36,0
Jordan,1976,-0.868,-0.55354,-0.495,-0.5939,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6177199999999999,121,121,0
Poland,1976,0.138,-0.2354,0.438,0.42109,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.1921135,7,7,0
United Arab Emirates,1976,0.79,-0.8162,-0.11,0.01833,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.0423005,39,39,0
Australia,1976,-0.536,-0.29609,0.681,0.61434,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.1224785,11,11,0
Austria,1976,-0.573,-0.11002,0.468,0.20052,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.02312300000000001,25,25,0
Argentina,1976,-0.145,-0.00566,0.094,0.29866,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.040034,22,22,0
Costa Rica,1976,-0.857,-0.06905,0.312,0.39619,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.06288400000000002,48,48,0
United Kingdom,1976,-0.681,0.2053,0.637,0.05177,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.11179049999999997,15,15,0
Georgia,1976,-0.927,-0.47984,0.338,0.38622,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.175477,66,66,0
France,1976,-0.702,0.02075,0.518,-0.05364,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.002941500000000012,29,29,0
Hungary,1976,-0.837,-0.25888,0.441,0.47108,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.048958,43,43,0
Greece,1976,-0.839,-0.66988,0.781,0.49451,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.029693500000000025,38,38,0
Cyprus,1976,-0.858,0.04001,0.293,0.25001,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.064446,49,49,0
Germany,1976,-0.225,0.00648,0.337,-0.35543,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.0100055,28,28,0
Denmark,1976,-0.48,-0.01074,0.573,-0.00197,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.07756949999999999,16,16,0
Finland,1976,-0.737,-0.47474,0.41,0.13311,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.13946850000000002,60,60,0
Algeria,1976,-0.875,-0.02673,-1.906,-1.29093,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-1.086172,232,232,0
Ecuador,1976,-0.906,0.18355,-0.738,-0.71106,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.5455715,108,108,0
Spain,1976,-0.758,0.05563,0.453,0.30114,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.028128499999999987,23,23,0
Colombia,1976,-0.972,-0.83666,-0.247,-0.02762,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.542758,107,107,0
Malta,1977,-0.681,-0.23235,0.318,0.09202,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.10323450000000003,58,58,0
New Zealand,1977,-0.375,-0.24124,0.428,-0.05439,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.012418500000000013,39,39,0
Malaysia,1977,-0.759,-0.43859,-0.073,-0.13839,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.345706,90,90,0
Nicaragua,1977,-0.884,-0.03708,-1.209,-1.34979,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8558885,175,175,0
Netherlands,1977,0.08,-0.11687,0.412,0.14826,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.15722150000000001,12,12,0
Norway,1977,-0.45,0.48675,0.612,-0.15716,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.19981349999999998,10,10,0
Nepal,1977,-0.843,-0.37642,-1.67,-0.86848,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-1.0196269999999998,216,216,0
Mexico,1977,-1.069,-0.06528,-0.362,0.17188,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.38448799999999994,96,96,0
Iceland,1977,-0.36,-0.38543,0.739,0.13261,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.09218399999999999,22,22,0
Israel,1977,-0.378,-0.28073,0.702,0.22098,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.11416449999999997,17,17,0
Italy,1977,-0.577,0.06138,0.465,0.18955,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.06227750000000001,25,25,0
Jordan,1977,-0.981,-0.8477,-0.08,-0.5944,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.574335,121,121,0
Japan,1977,-0.659,0.18541,0.568,0.14619,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.10233099999999995,19,19,0
Kuwait,1977,0.158,-0.2973,0.315,0.17859,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.10221349999999998,20,20,0
Morocco,1977,-0.881,-0.01783,-1.09,-0.95074,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.7488185,143,143,0
Panama,1977,-0.698,-0.45521,-0.355,-0.12154,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.4307835,101,101,0
Thailand,1977,-0.966,-0.35072,-0.595,-0.88408,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6700419999999999,127,127,0
Tunisia,1977,-0.793,-0.66266,-0.341,0.14971,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.4608085,107,107,0
Uruguay,1977,-1.024,-0.41784,0.363,0.1875,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.205285,74,74,0
United States,1977,-0.116,-0.03704,0.699,0.15292,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.22932799999999998,6,6,0
South Africa,1977,-0.962,0.31555,-1.097,-0.73114,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6552334999999999,126,126,0
Sweden,1977,0.156,0.14265,0.86,0.75809,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,0.48937600000000003,1,1,0
Peru,1977,-0.733,-0.41499,-1.165,-0.7751,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8110125,157,157,0
Philippines,1977,-0.858,-0.1439,-0.878,-0.43761,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.6234164999999999,122,122,0
Portugal,1977,-0.881,-0.31086,0.425,0.53087,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.06958450000000005,53,53,0
Qatar,1977,0.112,-0.81144,0.195,0.02097,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.10346450000000003,59,59,0
Saudi Arabia,1977,-0.389,-1.11332,-1.157,-0.77827,Baseline_25_25_35_15,0.25,0.25,0.35,0.15,-0.8972705,189,189,0
